yq,Dollarpeg_Argentina,TradeUS_Argentina,Vuln_Argentina,Dollarpeg_Australia,TradeUS_Australia,Vuln_Australia,Dollarpeg_Austria,TradeUS_Austria,Vuln_Austria,Dollarpeg_Belgium,TradeUS_Belgium,Vuln_Belgium,Dollarpeg_Botswana,TradeUS_Botswana,Vuln_Botswana,Dollarpeg_Brazil,TradeUS_Brazil,Vuln_Brazil,Dollarpeg_Canada,TradeUS_Canada,Vuln_Canada,Dollarpeg_Chile,TradeUS_Chile,Vuln_Chile,Dollarpeg_China,TradeUS_China,Vuln_China,Dollarpeg_Colombia,TradeUS_Colombia,Vuln_Colombia,Dollarpeg_CzechRepublic,TradeUS_CzechRepublic,Vuln_CzechRepublic,Dollarpeg_Denmark,TradeUS_Denmark,Vuln_Denmark,Dollarpeg_Ecuador,TradeUS_Ecuador,Vuln_Ecuador,Dollarpeg_ElSalvador,TradeUS_ElSalvador,Vuln_ElSalvador,Dollarpeg_Finland,TradeUS_Finland,Vuln_Finland,Dollarpeg_France,TradeUS_France,Vuln_France,Dollarpeg_Germany,TradeUS_Germany,Vuln_Germany,Dollarpeg_Greece,TradeUS_Greece,Vuln_Greece,Dollarpeg_HongKong,TradeUS_HongKong,Vuln_HongKong,Dollarpeg_Hungary,TradeUS_Hungary,Vuln_Hungary,Dollarpeg_Iceland,TradeUS_Iceland,Vuln_Iceland,Dollarpeg_India,TradeUS_India,Vuln_India,Dollarpeg_Indonesia,TradeUS_Indonesia,Vuln_Indonesia,Dollarpeg_Ireland,TradeUS_Ireland,Vuln_Ireland,Dollarpeg_Israel,TradeUS_Israel,Vuln_Israel,Dollarpeg_Italy,TradeUS_Italy,Vuln_Italy,Dollarpeg_Japan,TradeUS_Japan,Vuln_Japan,Dollarpeg_Jordan,TradeUS_Jordan,Vuln_Jordan,Dollarpeg_Korea,TradeUS_Korea,Vuln_Korea,Dollarpeg_Luxembourg,TradeUS_Luxembourg,Vuln_Luxembourg,Dollarpeg_Malaysia,TradeUS_Malaysia,Vuln_Malaysia,Dollarpeg_Mexico,TradeUS_Mexico,Vuln_Mexico,Dollarpeg_Netherlands,TradeUS_Netherlands,Vuln_Netherlands,Dollarpeg_NewZealand,TradeUS_NewZealand,Vuln_NewZealand,Dollarpeg_Norway,TradeUS_Norway,Vuln_Norway,Dollarpeg_Peru,TradeUS_Peru,Vuln_Peru,Dollarpeg_Philippines,TradeUS_Philippines,Vuln_Philippines,Dollarpeg_Poland,TradeUS_Poland,Vuln_Poland,Dollarpeg_Portugal,TradeUS_Portugal,Vuln_Portugal,Dollarpeg_Singapore,TradeUS_Singapore,Vuln_Singapore,Dollarpeg_SouthAfrica,TradeUS_SouthAfrica,Vuln_SouthAfrica,Dollarpeg_Spain,TradeUS_Spain,Vuln_Spain,Dollarpeg_Sweden,TradeUS_Sweden,Vuln_Sweden,Dollarpeg_Switzerland,TradeUS_Switzerland,Vuln_Switzerland,Dollarpeg_Taiwan,TradeUS_Taiwan,Vuln_Taiwan,Dollarpeg_Thailand,TradeUS_Thailand,Vuln_Thailand,Dollarpeg_Turkey,TradeUS_Turkey,Vuln_Turkey,Dollarpeg_UK,TradeUS_UK,Vuln_UK,Dollarpeg_US,TradeUS_US,Vuln_US,Dollarpeg_Venezuela,TradeUS_Venezuela,Vuln_Venezuela,quarter
1991.75,.2218349,.2929639,.816608,.5,.5418496,.6380492,.5,.4114263,.4667994,.5,.6941937,.4428664,.122158,.2694943,.0936097,.122158,.3072031,.8116858,.9108236,.992937,.6509562,.2716879,.5130562,.584806,.122158,.391901,.4533045,.3085751,.5854026,.6282675,.5,.4114263,.6388026,.5,.4535053,.516334,.122158,.6702496,.8541369,.2897842,.7190587,.6363192,.5,.4294828,.7345111,.5,.4512077,.5151058,.5,.4758828,.3918556,.5,.4124864,.7197284,.5886949,.8322651,.6152207,.5,.4322181,.7105573,.5,.630579,.7559763,.5,.2815278,.5783821,.5886949,.3686057,.5379254,.5,.7677292,.4900897,.4552981,.6096405,.5902195,.5,.4332939,.5515271,.5,.5535889,.4013672,.5886949,.4325327,.6724612,.5886949,.5819839,.4801233,.5,.576358,.6755854,.5886949,.788998,.4198734,.1660924,.8319837,.7079695,.5,.6258479,.3843582,.5,.6012239,.600278,.5,.4746456,.3380956,.122158,.4012626,.8673305,.5886949,.6139718,.6428151,.7775146,.4114263,.9350134,.5,.4539547,.4571872,.5886949,.9192017,.068625,.122158,.3085375,.5375062,.5,.425595,.5203506,.5,.5052683,.6623108,.5,.5521626,.3741199,.122158,.9192017,.0547899,.5886949,.5128736,.5454597,.5886949,.3003703,.8123986,.5,.5327149,.7864151,0,0,0,.122158,.8767828,.7654006,1991q4
1992,.254317,.292824,.8176438,.5,.5395377,.6284559,.5,.4114263,.4702377,.5,.6908969,.4461783,.122158,.2694943,.1003832,.122158,.3054976,.8106145,.9108236,.992937,.6515213,.2897842,.5117969,.5856435,.122158,.4001028,.4363027,.3085751,.5909547,.6238221,.5,.4114263,.6555712,.5,.4525294,.5036991,.122158,.6660782,.8515806,.3280218,.7203344,.628333,.5,.4292597,.7369102,.5,.4507795,.5155545,.5,.4737169,.4119535,.5,.4114263,.7232243,.5886949,.8198915,.6081202,.5,.4307727,.7202302,.5,.6281518,.7419285,.4552981,.2818539,.5790042,.5886949,.3696493,.5407918,.5,.7670195,.4916914,.4113051,.6046591,.5920185,.5,.43149,.5604793,.5,.5517155,.4000238,.5886949,.4299771,.687485,.5886949,.5655795,.4888571,.5,.576358,.6751233,.5886949,.7966423,.4236751,.1660924,.8279594,.6861299,.5,.6244603,.3919462,.5,.6060746,.5957628,.5,.4750605,.3261615,.122158,.3904672,.8688475,.5886949,.6169642,.6378483,.7775146,.4114263,.9371424,.5,.4500675,.4462028,.5886949,.9192017,.0635244,.122158,.3093188,.5398236,.5,.4231869,.5294701,.5,.5011241,.6678081,.5,.5505742,.3723191,.122158,.9192017,.0553394,.5886949,.5178037,.5478665,.5886949,.298912,.8133975,.5,.5313358,.7834109,0,0,0,.122158,.8834636,.7660546,1992q1
1992.25,.2897842,.2901597,.8182642,.5,.5387061,.6173462,.5,.4114263,.4739976,.5,.6849667,.4485532,.122158,.2694943,.1082704,.122158,.3059491,.809371,.9108236,.992937,.6503611,.3085751,.5092088,.5833026,.122158,.4065015,.418951,.3085751,.5933725,.6202614,.5,.4114263,.6622518,.5,.451516,.4898264,.122158,.6602991,.8490015,.3686857,.7231881,.6189939,.5,.4284866,.7362576,.5,.4496184,.5151551,.5,.4712955,.4315969,.5,.4114263,.7237193,.5886949,.8120169,.6000459,.5,.4298097,.7284537,.5,.6181839,.7319818,.4113051,.281936,.5808139,.5886949,.3705654,.5432774,.5,.7637557,.490089,.3686857,.6008394,.5924837,.5,.4296247,.5675937,.5,.5485256,.3976801,.5886949,.4202388,.7079545,.5886949,.5545665,.4953151,.5,.576358,.674975,.5886949,.7993771,.4254827,.1924309,.8244897,.6853787,.5,.6207221,.4003988,.5,.6086978,.5929066,.5,.4731543,.3184282,.122158,.3859112,.8709178,.5886949,.6191487,.6337129,.7775146,.4114263,.9387987,.5,.4452226,.4381965,.5886949,.9192017,.0610433,.122158,.3106127,.5401371,.5,.4208575,.535731,.5,.4969347,.6695428,.5,.5468537,.3683368,.122158,.9192017,.0573634,.5886949,.5204131,.5496971,.5886949,.297355,.8144001,.5,.5291315,.7785724,0,0,0,.122158,.8832913,.7695633,1992q2
1992.5,.3280218,.2875097,.8191431,.5,.5378742,.6044905,.5,.4114263,.4770283,.5,.6789756,.4501081,.122158,.2694943,.1158096,.122158,.306401,.8082358,.9108236,.992937,.6487174,.3085751,.5066202,.5793532,.122158,.4129322,.4051604,.3085751,.5957857,.6193227,.5,.4114263,.6696353,.5,.4505029,.4750133,.122158,.6544718,.8468269,.4113051,.7260239,.6128011,.5,.4277138,.7328901,.5,.4484579,.5137128,.5,.4688754,.4499807,.5,.4114263,.7228667,.5886949,.8038804,.5908584,.5,.4291222,.7364597,.5,.6081154,.7154065,.3686857,.2820182,.5810682,.5886949,.3714824,.543327,.5,.7604606,.4849401,.3280218,.5970073,.5899026,.5,.4277613,.5720047,.5,.5453317,.3923591,.5886949,.4105621,.7223941,.5886949,.5434996,.5004418,.5,.576358,.6742203,.5886949,.8020843,.4265146,.2218349,.8209651,.6885405,.5,.6169696,.4061205,.5,.6113147,.5897301,.5,.471249,.3103583,.122158,.3813751,.8731436,.5886949,.6213282,.6300606,.7775146,.4114263,.9404402,.5,.4403881,.4296548,.5886949,.9192017,.059548,.122158,.3119097,.5387769,.5,.4185317,.5392916,.5,.4927458,.670289,.5,.543128,.3621616,.122158,.9192017,.0591712,.5886949,.5230214,.5519048,.5886949,.2958027,.8159386,.5,.5269262,.7730659,0,0,0,.122158,.8831188,.7436765,1992q3
1992.75,.3686857,.2848743,.8216586,.5,.5370421,.5911173,.5,.4114263,.4804702,.5,.6729251,.4511337,.122158,.2694943,.1195247,.122158,.3068532,.8071786,.9108236,.992937,.6477451,.3085751,.5040312,.5749022,.122158,.4193926,.4022574,.3085751,.5981943,.6190852,.5,.4114263,.6806836,.5,.4494903,.4601926,.122158,.6485978,.8458386,.4552981,.7288415,.6096057,.5,.4269413,.7252209,.5,.4472979,.5116377,.5,.4664568,.466514,.5,.4114263,.7203884,.5886949,.7954804,.5805292,.5,.4286067,.7553937,.5,.5979542,.6962833,.3280218,.2821004,.5787995,.5886949,.3724004,.5430045,.5,.7571341,.4750077,.2897842,.5931634,.5877599,.5,.4259001,.5723028,.5,.542134,.3846785,.5886949,.4009541,.7237573,.5886949,.5323897,.5022495,.5,.576358,.6750253,.5886949,.8047639,.4252837,.254317,.8173854,.6911015,.5,.6132031,.4076099,.5,.6139252,.5841836,.5,.4693444,.3026979,.122158,.3768597,.8753656,.5886949,.623503,.6259428,.7775146,.4114263,.9423414,.5,.435565,.4217204,.5886949,.9192017,.0586178,.122158,.3132096,.535288,.5,.4162095,.5394061,.5,.4885578,.6680002,.5,.5393974,.3537552,.122158,.9192017,.0612881,.5886949,.5256284,.5497916,.5886949,.2942551,.8181691,.5,.5247197,.7674109,0,0,0,.122158,.8829462,.7147586,1992q4
1993,.4113051,.2825127,.8265822,.5,.535573,.5790492,.5,.4114263,.4834904,.5,.6688314,.4515637,.122158,.2694943,.1163657,.122158,.3067974,.8060715,.9108236,.992937,.6473228,.3085751,.5010878,.5710586,.122158,.4289959,.4101803,.3085751,.5977819,.6201147,.5,.4114263,.700537,.5,.44803,.4467138,.122158,.6434162,.846301,.5,.73276,.6058226,.5,.4299718,.7125494,.5,.4463545,.5085803,.5,.4638436,.4838995,.5,.4114263,.7148984,.5886949,.7835548,.5711329,.5,.4304152,.7810388,.5,.5953487,.6690351,.2897842,.2833834,.5746521,.5886949,.3727188,.543467,.5,.7560171,.4613662,.254317,.5926315,.5885828,.5,.4250287,.5679886,.5,.5380734,.3753835,.5447019,.3954408,.7056833,.5886949,.5195735,.500461,.5,.576358,.6794175,.5886949,.8125908,.4217402,.2897842,.8068865,.6908815,.5,.6092116,.4043556,.5,.6135868,.577255,.5,.4678898,.2977602,.122158,.3732208,.8769791,.5886949,.6303176,.6209256,.7775146,.4114263,.9442902,.5,.4309199,.4162338,.5886949,.9192017,.0585553,.122158,.3141811,.5304773,.5,.4140043,.5348321,.5,.4865818,.6651863,.5,.5397766,.3418318,.122158,.9192017,.0637278,.5886949,.526352,.5439113,.5886949,.2930013,.8204629,.5,.5258461,.7599303,0,0,0,.122158,.8815998,.6920797,1993q1
1993.25,.4552981,.2827632,.8335885,.5,.5335422,.5682523,.5,.4114263,.486643,.5,.6667679,.4510764,.122158,.2694943,.1088626,.122158,.3073261,.8046306,.9108236,.992937,.6464431,.3085751,.4981215,.5670091,.122158,.4375544,.4246056,.3085751,.59347,.619833,.5,.4114263,.7116767,.5,.4471568,.4363695,.122158,.6421862,.8474995,.5447019,.7383677,.6001109,.5,.4340272,.6985065,.5,.4465051,.5049335,.5,.4624901,.5,.5,.4114263,.7071925,.5886949,.7748438,.5626209,.5,.4318635,.7939409,.5,.5954889,.6409462,.254317,.2850342,.5699381,.5886949,.3734299,.5441327,.5,.7594674,.4476976,.2218349,.5949191,.5926136,.5,.4253719,.5630963,.5,.534493,.363607,.5447019,.3934072,.6901807,.5886949,.5111266,.4954117,.5,.576358,.6831431,.5886949,.8199195,.416249,.3280218,.797551,.6867603,.5,.6074682,.3982915,.5,.6139134,.5702884,.5,.4677778,.2948267,.122158,.3713179,.8776979,.5886949,.635315,.6153458,.7450706,.4114263,.9391822,.5,.4285757,.4078357,.5886949,.9192017,.0581501,.122158,.3141015,.5261918,.5,.4131978,.5296763,.5,.4867887,.6574177,.5,.5428932,.3282719,.122158,.9192017,.0658839,.5886949,.5259687,.53604,.5886949,.2937006,.8221507,.5,.5277994,.7511107,0,0,0,.122158,.8766945,.6827391,1993q2
1993.5,.5,.2830139,.8407401,.5,.5315104,.5599262,.5,.4114263,.4903674,.5,.6646979,.4515688,.122158,.2694943,.1024837,.122158,.3078552,.8031617,.9108236,.992937,.6456903,.3085751,.4951552,.5611564,.122158,.4461502,.4404554,.3085751,.5891437,.6185179,.5,.4114263,.7230324,.5,.4462839,.4278667,.122158,.6409544,.8486719,.5886949,.743899,.5913628,.5,.4380913,.6826376,.5,.4466557,.5020195,.5,.4611371,.5171238,.5,.4114263,.6935698,.5886949,.765887,.5532042,.5,.4330492,.8024144,.5,.5956292,.6185022,.2218349,.2866908,.5635267,.5886949,.3741416,.5455149,.5,.7628841,.4361128,.1924309,.5972028,.5964466,.5,.4257152,.5588124,.5,.5309091,.3539156,.5447019,.3913773,.6778451,.5886949,.5026735,.4901569,.5,.576358,.6865002,.5886949,.8270227,.4113915,.3686857,.7878828,.6823299,.5,.605722,.3921178,.5,.6142399,.5633985,.5,.4676657,.2921186,.122158,.3694189,.878134,.5668301,.6402835,.6097186,.7096621,.4114263,.9298249,.5,.4262346,.4004112,.5886949,.9192017,.0568448,.122158,.3140218,.5226695,.5,.4123918,.5249412,.5,.4869956,.6473064,.5,.5460063,.3154782,.122158,.9192017,.0681961,.5886949,.5255852,.5280887,.5886949,.2944009,.8230656,.5,.529752,.7406906,0,0,0,.122158,.8716155,.6945675,1993q3
1993.75,.5447019,.2832646,.8476331,.5,.5294774,.5556437,.5,.4114263,.4945289,.5,.6626217,.4524328,.122158,.2694943,.0989598,.122158,.3083849,.8017192,.9108236,.992937,.6436537,.3085751,.4921894,.5527263,.122158,.4547783,.4552611,.3085751,.5848035,.61966,.5,.4114263,.7335492,.5,.4454114,.4207383,.1321011,.6397206,.8495479,.5886949,.7493531,.5809909,.5,.4421638,.6617967,.5,.4468063,.4992811,.5,.4597847,.5322648,.5,.4114263,.6739673,.5886949,.7566858,.5428635,.5,.4340379,.8055044,.5,.5957693,.5979165,.1924309,.2883531,.5578647,.5886949,.3748538,.5451235,.5,.7662672,.4270401,.1660924,.5994822,.5999914,.5,.4260585,.5523359,.5,.527322,.3437587,.5447019,.3893512,.6710513,.5886949,.4942188,.4858722,.5,.576358,.6872758,.5886949,.8339025,.4078441,.4113051,.7778816,.6773158,.5,.603973,.3841052,.5,.6145663,.5603864,.5,.4675537,.2894287,.1427218,.3675241,.8781008,.5447019,.6452219,.6064203,.6715039,.4114263,.9209052,.5,.4238968,.3981583,.5886949,.9192017,.053975,.122158,.3139422,.5205454,.5,.4115862,.5210946,.5,.4872025,.6329852,.5,.5491158,.3030871,.122158,.9192017,.070401,.5886949,.5252018,.5225629,.5886949,.2951022,.8226923,.5,.5317035,.7299564,0,0,0,.122158,.8663591,.7071405,1993q4
1994,.5886949,.2841085,.8532507,.5,.5285838,.5530107,.5,.4114263,.4981926,.5,.6614597,.4522856,.122158,.2694943,.0984659,.122158,.3087262,.8004044,.9108236,.992937,.6365739,.3085751,.4886535,.5420838,.1427218,.4621746,.4708763,.3085751,.5746495,.6224362,.5,.4114263,.7372812,.5,.4453163,.4155555,.1427218,.6379243,.8435797,.5886949,.7537739,.5705276,.5,.4463325,.6353692,.5,.447093,.4959058,.5,.4584813,.5409804,.5,.4114263,.651181,.5886949,.7461291,.5325578,.5,.433912,.8010635,.5,.5944557,.5754035,.1660924,.2894908,.5512433,.5886949,.3755284,.5421394,.5,.7724439,.4213654,.1427218,.6023948,.6012008,.5,.4269598,.5436684,.5,.523881,.3336538,.5447019,.3834933,.6612238,.5886949,.4859875,.4819317,.5,.576358,.6835353,.5886949,.8447506,.4025315,.4552981,.7723469,.6710274,.5,.6022632,.3744059,.5,.6149591,.558046,.5,.4684951,.2863004,.1660924,.3652107,.8772656,.5223958,.6489564,.606291,.6309387,.4114263,.9100606,.5,.4228631,.3990211,.5886949,.9192017,.0522518,.122158,.3138784,.5190956,.5,.4114504,.5170756,.5,.4876998,.6133786,.5,.5494969,.2923723,.1427218,.9192017,.0736058,.5886949,.5266792,.5171388,.5886949,.2973665,.8212327,.5,.5337467,.7210581,0,0,0,.122158,.8611022,.7173321,1994q1
1994.25,.5886949,.2853197,.8497538,.5,.5292708,.5540296,.5,.4114263,.5012608,.5,.661543,.4528326,.122158,.2694943,.0998899,.122158,.3105627,.7992452,.9108236,.992937,.6259881,.3085751,.4875908,.5347253,.1660924,.4670059,.4876877,.3085751,.568193,.6269556,.5,.4114263,.6953681,.5,.4446365,.4101439,.154045,.6364033,.8356117,.5886949,.7594764,.5612765,.5,.4508509,.6065083,.5,.4468281,.4927266,.5,.4576023,.54409,.5,.4114263,.630439,.5886949,.738467,.5223029,.5,.4339262,.8027237,.5,.5960339,.5514257,.1427218,.2903022,.5441346,.5886949,.377489,.5393906,.5,.7769212,.4184498,.122158,.605302,.6019889,.5,.4283378,.5332842,.5,.5223368,.3238018,.5447019,.3832939,.651157,.5886949,.4820942,.4757135,.5,.576358,.6760599,.5886949,.8543126,.3932965,.5,.7697825,.6649987,.5,.6007743,.3644134,.5,.615164,.5555961,.5,.4697399,.2835844,.1924309,.3659399,.8766983,.5,.6539525,.6043039,.5884345,.4114263,.8999852,.5,.4239278,.4012211,.5886949,.9192017,.0521752,.122158,.3135539,.5162441,.5,.4118717,.5137876,.5,.4895222,.5948783,.5,.5489748,.2821791,.1660924,.9192017,.0765204,.5886949,.5273537,.5132113,.5886949,.2994964,.8202477,.5,.537494,.7154306,0,0,0,.122158,.8577307,.7270437,1994q2
1994.5,.5886949,.286534,.7607313,.5,.5299578,.5573614,.5,.4115873,.5062122,.5,.6616263,.4542674,.122158,.2694943,.1010789,.1321011,.3124051,.798446,.9108236,.992937,.6151584,.3085751,.4865282,.5264726,.1924309,.4718433,.5062679,.3085751,.5617132,.6312574,.5,.4114263,.6477807,.5,.4439569,.4052129,.1660924,.6348795,.8273987,.5886949,.765088,.5535776,.5,.4553775,.5765871,.5,.4465633,.4896262,.5,.4567235,.5471976,.5,.4114263,.6139984,.5886949,.730657,.5117465,.5,.4339404,.8015366,.5,.5976101,.5281199,.122158,.291115,.5395892,.5886949,.3794537,.5381402,.5,.7813353,.4154301,.122158,.6082017,.6045387,.5,.4297168,.5215245,.5,.5207922,.3137118,.5447019,.3830945,.6412577,.5886949,.4782031,.4713033,.5,.576358,.6676364,.5886949,.8633809,.3861031,.5447019,.767198,.6582664,.5,.5992836,.3535291,.5,.6153689,.5568917,.5,.470985,.2809272,.2218349,.3666697,.8767072,.4776042,.6589149,.6005988,.5445686,.4114263,.888083,.5,.4249931,.4027328,.5886949,.9192017,.0521211,.122158,.3132296,.5146554,.5,.4122932,.5107352,.5,.4913448,.5761498,.5,.5484526,.2713048,.1924309,.9192017,.0801496,.5886949,.5280282,.5104095,.5886949,.301635,.8195798,.5,.5412371,.7126498,0,0,0,.122158,.8542912,.7441577,1994q3
1994.75,.5886949,.2877513,.6908474,.5,.5306445,.562727,.5,.4122841,.5138324,.5,.6617095,.4561401,.122158,.2694943,.1013981,.1427218,.3142535,.7987147,.9108236,.992937,.6032464,.3085751,.4854657,.5171739,.2218349,.4766861,.5235367,.3085751,.5552122,.635799,.5,.4114263,.5942129,.5,.4432775,.4031007,.1788828,.6333531,.8189038,.5886949,.7706081,.5462948,.5,.4599114,.5427926,.5,.4462985,.487094,.5,.455845,.549228,.5,.4114263,.6002699,.5886949,.7227014,.5011521,.5,.4339545,.7953387,.5,.5991843,.507706,.122158,.2919291,.5338066,.5886949,.3814223,.5389616,.5,.7856862,.4125086,.122158,.6110939,.6064399,.5,.431097,.508823,.5,.5192471,.3056879,.5447019,.3828952,.6288859,.5886949,.4743147,.467551,.5,.576358,.6578696,.5886949,.8719693,.3848245,.5886949,.7645932,.6490513,.5,.5977911,.340353,.5,.6155737,.5618594,.5,.4722306,.2772667,.254317,.3674001,.8777416,.4552981,.6638428,.5947914,.5,.4114263,.8738106,.5,.4260592,.4028956,.5886949,.9192017,.0520683,.122158,.3129054,.5147015,.5,.4127147,.5062172,.5,.4931677,.5563849,.5,.5479303,.2607731,.2218349,.9192017,.0837257,.5886949,.5287026,.5110921,.5886949,.3037823,.819445,.5,.5449755,.7125568,0,0,0,.122158,.850783,.7622895,1994q4
1995,.5886949,.2887863,.6394749,.5,.5306091,.5712068,.5,.4133954,.5241918,.5,.659908,.4616307,.122158,.2694943,.100781,.154045,.3151497,.8003286,.9108236,.992937,.5932506,.3085751,.4828627,.509569,.254317,.4797015,.5364209,.3085751,.5490866,.640851,.5,.4114263,.5359727,.5,.441596,.4047818,.1924309,.6347734,.8109033,.5886949,.7779977,.5435266,.5,.4637618,.5062087,.5,.4452104,.4859355,.5,.454884,.5503415,.5,.4114263,.5885028,.5886949,.7172455,.4926541,.5,.4339763,.7902048,.5,.6006938,.4948708,.122158,.2930805,.5291978,.5886949,.3835241,.5399717,.5,.791851,.4096065,.122158,.6085137,.6094615,.5,.4330905,.4945557,.5,.5175638,.2993686,.5447019,.3833351,.6191738,.5886949,.4719048,.4653524,.5,.576358,.6549145,.5886949,.8815937,.3921889,.5447019,.7829443,.6400652,.5,.595922,.325767,.5,.6144726,.5703452,.5,.4735673,.2740408,.2897842,.3686896,.8705744,.4331698,.6721219,.5887089,.5,.4114263,.8545308,.5,.4260322,.4039112,.5886949,.9192017,.0520538,.122158,.3129425,.5156595,.5,.4130755,.5008479,.5,.4956568,.5343853,.5,.5472342,.2528083,.254317,.9192017,.0866711,.5886949,.5296344,.5151625,.5886949,.3046114,.8196686,.5,.5474759,.7141482,0,0,0,.122158,.8435518,.7784717,1995q1
1995.25,.5886949,.2894634,.6123829,.5,.5303889,.5797991,.5,.4146318,.5332926,.5,.6609804,.4658546,.122158,.2694943,.09829,.1660924,.313488,.8026063,.9108236,.992937,.5872471,.3085751,.4803986,.5003535,.2897842,.4797828,.5448523,.3085751,.5406779,.6456378,.5,.4114263,.5255784,.5,.4409232,.4092411,.2067466,.6378941,.8028159,.5886949,.7800414,.5447726,.5,.4670247,.4702816,.5,.444739,.4855129,.5,.4546542,.5514966,.5,.4114263,.5750671,.5886949,.7147595,.4844241,.5,.4345549,.7940912,.5,.606753,.4852144,.122158,.2941104,.5252905,.5886949,.383008,.5425757,.5,.7982829,.4054474,.122158,.6069432,.6118251,.5,.4352568,.4807729,.5,.5167113,.295385,.5447019,.3841283,.6058314,.5886949,.4719283,.4664041,.5,.576358,.6541929,.5886949,.8896465,.4039324,.5,.7997525,.6422387,.5,.5953752,.3113022,.5,.6102801,.5802429,.5,.4751629,.2703262,.3280218,.3696761,.8415561,.4113051,.6787109,.5877008,.5,.4114263,.8317494,.5,.4264082,.4055441,.5886949,.9192017,.0520354,.122158,.3129891,.5174617,.5,.4137981,.4929162,.5,.4988254,.515831,.5,.5484327,.2477374,.2897842,.9192017,.0888451,.5886949,.5298701,.5214685,.5886949,.3051681,.8197166,.5,.5496457,.7153999,0,0,0,.122158,.838507,.7919518,1995q2
1995.5,.5886949,.2901415,.5996436,.5,.5301687,.5891255,.5,.4158692,.5415059,.5,.6620512,.468847,.122158,.2694943,.0952913,.1788828,.3118311,.8049498,.9108236,.992937,.580302,.3085751,.4779356,.4941996,.3280218,.4798642,.5492037,.3085751,.532246,.650026,.5,.4114263,.5261717,.5,.4402505,.4124282,.2218349,.6410032,.7928845,.5886949,.7820717,.5477237,.5,.4702904,.4344196,.5,.4442677,.4848708,.5,.4544245,.5516298,.5,.4114263,.5627588,.5886949,.7122604,.4752206,.5,.4351337,.7998727,.5,.6127796,.4797835,.122158,.2951424,.5213955,.5886949,.3824922,.5448729,.5,.8045649,.4021764,.122158,.6053706,.6144928,.5,.4374255,.4673012,.5,.5158588,.2915666,.5447019,.3849221,.5809861,.5886949,.4719519,.4684755,.5,.576358,.6524271,.5886949,.8972154,.4133551,.4552981,.8155657,.65012,.5,.5948281,.2974485,.5,.6060712,.5892112,.5,.4767591,.2647715,.3686857,.3706637,.8145244,.4113051,.6852295,.5885481,.5,.4114263,.810372,.5,.4267842,.408575,.5886949,.9192017,.051917,.122158,.3130356,.5176557,.5,.4145211,.4838038,.5,.5019942,.4983661,.5,.5496306,.2433441,.3280218,.9192017,.0911243,.5886949,.5301058,.5288533,.5886949,.3057254,.8196943,.5,.5518136,.717402,0,0,0,.122158,.8333317,.7971232,1995q3
1995.75,.5886949,.2908204,.5888813,.5,.5299484,.5978693,.5,.4171076,.5484712,.5,.6631203,.4717038,.122158,.2694943,.0920079,.1924309,.3101791,.8073259,.9108236,.992937,.5716381,.3085751,.4754735,.4899387,.3686857,.4799455,.548739,.3085751,.5237955,.6526972,.5,.4114263,.5293793,.5,.4395781,.4152485,.2376943,.6441005,.7782159,.5886949,.7840883,.5487795,.5,.4735587,.4025506,.5,.4437965,.4841037,.5,.4541947,.5522785,.5,.4114263,.5534459,.5886949,.7097483,.4643809,.5,.4357127,.8047335,.5,.6187717,.4835319,.122158,.2961766,.519105,.5886949,.3819767,.5488917,.5,.8106978,.403756,.122158,.6037958,.6192457,.5,.4395967,.4544824,.5,.5150061,.2891946,.5447019,.3857164,.560376,.5886949,.4719754,.4752356,.5,.576358,.6508124,.5886949,.9043211,.4195052,.4113051,.830395,.6629105,.5,.5942808,.2878703,.5,.6018466,.598138,.5,.4783556,.2566696,.4113051,.3716524,.7906864,.4113051,.6916758,.5902535,.5,.4114263,.7916269,.5,.4271604,.4165609,.5886949,.9192017,.0517477,.122158,.3130822,.5177423,.5,.4152445,.4755266,.5,.5051628,.4824367,.5,.5508279,.2408401,.3686857,.9192017,.0929556,.5886949,.5303415,.5334213,.5886949,.3062833,.8189991,.5,.5539795,.7202498,0,0,0,.122158,.8280245,.7909055,1995q4
